interest_over_time_date,interest_over_time_hits,interest_over_time_keyword,interest_over_time_geo,interest_over_time_time,interest_over_time_gprop,interest_over_time_category
2013-12-01T00:00:00Z,8,therapist,AU,all,web,0
2014-01-01T00:00:00Z,10,therapist,AU,all,web,0
2014-02-01T00:00:00Z,13,therapist,AU,all,web,0
2014-03-01T00:00:00Z,11,therapist,AU,all,web,0
2014-04-01T00:00:00Z,10,therapist,AU,all,web,0
2014-05-01T00:00:00Z,12,therapist,AU,all,web,0
2014-06-01T00:00:00Z,11,therapist,AU,all,web,0
2014-07-01T00:00:00Z,11,therapist,AU,all,web,0
2014-08-01T00:00:00Z,11,therapist,AU,all,web,0
2014-09-01T00:00:00Z,11,therapist,AU,all,web,0
2014-10-01T00:00:00Z,11,therapist,AU,all,web,0
2014-11-01T00:00:00Z,10,therapist,AU,all,web,0
2014-12-01T00:00:00Z,9,therapist,AU,all,web,0
2015-01-01T00:00:00Z,11,therapist,AU,all,web,0
2015-02-01T00:00:00Z,11,therapist,AU,all,web,0
2015-03-01T00:00:00Z,11,therapist,AU,all,web,0
2015-04-01T00:00:00Z,11,therapist,AU,all,web,0
2015-05-01T00:00:00Z,13,therapist,AU,all,web,0
2015-06-01T00:00:00Z,11,therapist,AU,all,web,0
2015-07-01T00:00:00Z,12,therapist,AU,all,web,0
2015-08-01T00:00:00Z,12,therapist,AU,all,web,0
2015-09-01T00:00:00Z,12,therapist,AU,all,web,0
2015-10-01T00:00:00Z,11,therapist,AU,all,web,0
2015-11-01T00:00:00Z,11,therapist,AU,all,web,0
2015-12-01T00:00:00Z,10,therapist,AU,all,web,0
2016-01-01T00:00:00Z,11,therapist,AU,all,web,0
2016-02-01T00:00:00Z,12,therapist,AU,all,web,0
2016-03-01T00:00:00Z,12,therapist,AU,all,web,0
2016-04-01T00:00:00Z,13,therapist,AU,all,web,0
2016-05-01T00:00:00Z,12,therapist,AU,all,web,0
2016-06-01T00:00:00Z,12,therapist,AU,all,web,0
2016-07-01T00:00:00Z,12,therapist,AU,all,web,0
2016-08-01T00:00:00Z,13,therapist,AU,all,web,0
2016-09-01T00:00:00Z,12,therapist,AU,all,web,0
2016-10-01T00:00:00Z,12,therapist,AU,all,web,0
2016-11-01T00:00:00Z,11,therapist,AU,all,web,0
2016-12-01T00:00:00Z,9,therapist,AU,all,web,0
2017-01-01T00:00:00Z,12,therapist,AU,all,web,0
2017-02-01T00:00:00Z,12,therapist,AU,all,web,0
2017-03-01T00:00:00Z,13,therapist,AU,all,web,0
2017-04-01T00:00:00Z,12,therapist,AU,all,web,0
2017-05-01T00:00:00Z,14,therapist,AU,all,web,0
2017-06-01T00:00:00Z,13,therapist,AU,all,web,0
2017-07-01T00:00:00Z,12,therapist,AU,all,web,0
2017-08-01T00:00:00Z,14,therapist,AU,all,web,0
2017-09-01T00:00:00Z,12,therapist,AU,all,web,0
2017-10-01T00:00:00Z,12,therapist,AU,all,web,0
2017-11-01T00:00:00Z,12,therapist,AU,all,web,0
2017-12-01T00:00:00Z,10,therapist,AU,all,web,0
2018-01-01T00:00:00Z,13,therapist,AU,all,web,0
2018-02-01T00:00:00Z,13,therapist,AU,all,web,0
2018-03-01T00:00:00Z,13,therapist,AU,all,web,0
2018-04-01T00:00:00Z,13,therapist,AU,all,web,0
2018-05-01T00:00:00Z,13,therapist,AU,all,web,0
2018-06-01T00:00:00Z,13,therapist,AU,all,web,0
2018-07-01T00:00:00Z,14,therapist,AU,all,web,0
2018-08-01T00:00:00Z,14,therapist,AU,all,web,0
2018-09-01T00:00:00Z,13,therapist,AU,all,web,0
2018-10-01T00:00:00Z,13,therapist,AU,all,web,0
2018-11-01T00:00:00Z,13,therapist,AU,all,web,0
2018-12-01T00:00:00Z,11,therapist,AU,all,web,0
2019-01-01T00:00:00Z,14,therapist,AU,all,web,0
2019-02-01T00:00:00Z,15,therapist,AU,all,web,0
2019-03-01T00:00:00Z,15,therapist,AU,all,web,0
2019-04-01T00:00:00Z,14,therapist,AU,all,web,0
2019-05-01T00:00:00Z,16,therapist,AU,all,web,0
2019-06-01T00:00:00Z,14,therapist,AU,all,web,0
2019-07-01T00:00:00Z,16,therapist,AU,all,web,0
2019-08-01T00:00:00Z,16,therapist,AU,all,web,0
2019-09-01T00:00:00Z,16,therapist,AU,all,web,0
2019-10-01T00:00:00Z,15,therapist,AU,all,web,0
2019-11-01T00:00:00Z,15,therapist,AU,all,web,0
2019-12-01T00:00:00Z,13,therapist,AU,all,web,0
2020-01-01T00:00:00Z,14,therapist,AU,all,web,0
2020-02-01T00:00:00Z,16,therapist,AU,all,web,0
2020-03-01T00:00:00Z,13,therapist,AU,all,web,0
2020-04-01T00:00:00Z,12,therapist,AU,all,web,0
2020-05-01T00:00:00Z,16,therapist,AU,all,web,0
2020-06-01T00:00:00Z,18,therapist,AU,all,web,0
2020-07-01T00:00:00Z,16,therapist,AU,all,web,0
2020-08-01T00:00:00Z,17,therapist,AU,all,web,0
